questionId,questions,lang
1,Liste alle Brettspiele von GMT. ,de
1,Список все настольные игры от ВРЕМЯ ПО ГРИНВИЧУ. ,ru
1,Liste todos jogos de tabuleiro da GMT. ,pt
1,List all boardgames by GMT.,en
1,जीएमटी द्वारा सभी बोर्ड गेम सूचीबद्ध करें।,hi_IN
1,همه بازی های تخته ای GMT را لیست کن,fa
1,Elenco tutti giochi da tavolo di GMT. ,it
1,liste tout jeux de plateau par GMT. ,fr
1,Listă toate jocuri de masă de GMT. ,ro
1,Lista todas juegos de mesa por GMT. ,es
1,Lijst alle bordspellen door GMT. ,nl
2,Wer entwickelt Skype? ,de
2,Кто развитая Skype? ,ru
2,Quem desenvolveu o Skype? ,pt
2,Who developed Skype?,en
2,स्काइप किसने विकसित किया?,hi_IN
2,توسعه دهنده اسکایپ کیست؟,fa
2,Chi sviluppato Skype? ,it
2,Qui développé Skype? ,fr
2,Care dezvoltat Skype? ,ro
2,Quien desarrollado Skype? ,es
2,Wie ontwikkelde Skype? ,nl
3,Welche Menschen wurden geboren im Heraklion? ,de
3,Который люди мы Родился в Ираклион? ,ru
3,Quais pessoas nasceram em Heraklion? ,pt
3,Which people were born in Heraklion?,en
3,हेराक्लिओन में कौन से लोग पैदा हुए थे?,hi_IN
3,چه کسایی در هراکلیون به دنیا آمده اند؟,fa
3,Quale persone erano Nato in Candia? ,it
3,Lequel gens étaient née dans Héraklion? ,fr
3,Care oameni au fost născut în Heraklion? ,ro
3,Cual gente fueron nacido en Heraklion? ,es
3,Welke mensen waren geboren in Heraklion? ,nl
4,Im welche US Zustand ist Bereich 51 gelegen? ,de
4,В который У.С. государство является Площадь 51 располагается? ,ru
4,Em qual estado dos EUA está localizada a Área 51? ,pt
4,In which U.S. state is Area 51 located?,en
4,यू.एस. के किस राज्य में क्षेत्र 51 स्थित है?,hi_IN
4,ناحیه ۵۱ در کدام ایالت آمریکا قرار دارد؟,fa
4,In quale Stati Uniti stato è La zona 51 si trova? ,it
4,Dans lequel US Etat est Région 51 situé? ,fr
4,În care SUA stat este Zonă 51 situat? ,ro
4,En cual Nosotros estado es Zona 51 ¿situado? ,es
4,In welke US staat is Gebied 51 gelegen? ,nl
5,Wer ist der Bürgermeister von New York City?,de
5,Кто является  мэр из новый Йорк Город? ,ru
5,Quem é a prefeito da cidade de Nova Iorque? ,pt
5,Who is the mayor of New York City?,en
5,न्यूयॉर्क शहर के महापौर कौन हैं?,hi_IN
5,شهردار شهر نیویورک کیست؟  ,fa
5,Chi è il sindaco della città di New York?,it
5,Qui est le maire de New York City?,fr
5,Care este  primar de Nou York Oraș? ,ro
5,¿Quién es el alcalde de la cuidad de Nueva York?,es
5,Wie is de burgemeester van New York?,nl
6,In welchen Ländern gibt es Orte mit mehr als zwei Höhlen?,de
6,Который страны иметь мест с Больше чем два пещеры? ,ru
6,Quais países tem locais com mais de duas cavernas? ,pt
6,Which countries have places with more than two caves?,en
6, किन देशों में दो से अधिक गुफाएं हैं?,hi_IN
6, چه کشورهایی مکان هایی با بیش از دو غار دارند؟,fa
6,Quali nazioni hanno luoghi con più di due grotte?,it
6,Quels pays ont des lieux avec plus de deux grottes?,fr
6,Care țări avea locuri cu Mai Mult decât Două peșteri? ,ro
6,¿Qué países tienen lugares con más de dos cuevas?,es
6,Welke landen hebben plaatsen met meer dan twee grotten?,nl
7,Woher hat getan Abraham Lincoln die? ,de
7,где сделал Авраам Линкольн ? ,ru
7,Onde morreu Abraão Lincoln? ,pt
7,Where did Abraham Lincoln die?,en
7,अब्राहम लिंकन का देहांत कहा हुआ था? ,hi_IN
7,آبراهام لینکلن در کجا فوت کرد؟,fa
7,Dove fatto Abraham Lincoln il? ,it
7,Où fait Abraham Lincoln le? ,fr
7,Unde făcut Avraam Lincoln ? ,ro
7,Dónde hizo Abrahán Lincoln el? ,es
7,Waar deed Abraham Lincoln het? ,nl
8,Welche Flughäfen fliegt Air China an?,de
8,Который аэропорты делает Воздух Китай обслуживать? ,ru
8,Em quais aeroportos a Air China opera? ,pt
8,Which airports does Air China serve?,en
8,एयर चाइना किस हवाई अड्डे पर सेवा करता है?,hi_IN
8, ایر چاینا را چه فرودگاه هایی ارائه می دهند؟  ,fa
8,Quali aeroporti sono serviti da Air China?,it
8,Quels sont les aéroports servis par Air Chine?,fr
8,Ce aeroporturi deservește Air China?,ro
8,¿Qué aeropuertos sirve Air China?,es
8,Naar welke luchthavens vliegt Air China?,nl
9,"Gib mir alle Schauspieler von Filmen, in denen William Shatner sowohl Regie geführt als auch selber mitgespielt hat.",de
9,Дайте меня все актеры в главной роли в кино направленный от а также в главной роли Уильям Шатнер. ,ru
9,Liste para mim todos os atores estrelando em filmes dirigidos ou com a participação de William Shatner ,pt
9,Give me all actors starring in movies directed by and starring William Shatner.,en
9,विलियम शेटनर द्वारा निर्देशित और अभिनीत फिल्मों में अभिनय करने वाले सभी कलाकारों की सूची दें।,hi_IN
9, همه بازیگرانی که در فیلم هایی که ویلیام شاتنر در آن بازی و کارگردانی کرده بازی کرده اند را لیست کن  .,fa
9,Dammi tutti gli attori che recitano in film diretti e recitati da William Shatner.,it
9,Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner et dans lesquels il aussi joué.,fr
9,Da pe mine toate actori încearcă în filme dirijat de și încearcă William Shatner. ,ro
9,Dame todos los actores de películas dirigidas por William Shatner en las qué también haya actúado el mismo.,es
9,Geef alle acteurs van films waar William Shatner de regie van voerde en in meespeelde.,nl
10,Was sind die Amtssprachen der Philippinen?,de
10,Какие находятся  официальный языки из  Филиппины? ,ru
10,Quais são as línguas oficiais das Filipinas? ,pt
10,What are the official languages of the Philippines?,en
10,फिलीपींस की आधिकारिक भाषाएं क्या हैं?,hi_IN
10,زبان های رسمی فیلیپین کدام هستند؟,fa
10,Quali sono le lingue ufficiali delle Filippine?,it
10,Quels sont les langues officielles des Philippines?,fr
10,Ce sunt  oficial limbi de  Filipine? ,ro
10,¿Cuáles son los idiomas oficiales de Las Philipinas?,es
10,Wat zijn de  officiële talen van de Filippijnen?,nl
11,Gib mir alle dänischen Filme.,de
11,Дайте меня все датский фильмы. ,ru
11,Me dê todos os filmes dinamarquês. ,pt
11,Give me all Danish films.,en
11,मुझे सभी डेनिश फिल्में दें।,hi_IN
11,همه فیلم های دانمارکی را لیست کن.,fa
11,Dammi tutti i film danesi.,it
11,Donnes-moi tous les films danois.,fr
11,Dă-mi toate filmele daneze.,ro
11,Dame todas las películas danesas.,es
11,Noem alle Deense films.,nl
12,"Bei welchen Filmen, in denen Brad Pitt mitspielt, hat Guy Ritchie Regie geführt?",de
12,Который кино в главной роли штифтик Питт мы направленный от парень Ritchie? ,ru
12,Quais filmes estrelando Brad Pitt foram dirigidos por Cara Ritchie? ,pt
12,Which movies starring Brad Pitt were directed by Guy Ritchie?,en
12, ब्रैड पिट अभिनीत कौन सी फिल्में गाय रिची द्वारा निर्देशित की गई थीं?,hi_IN
12,چه فیلم هایی که بردپیت بازی کرده توسط گای ریچی کارگردانی شده اند؟,fa
12,Quali film in cui recita Brad Pitt sono stati diretti da Guy Ritchie?,it
12,Quels films avec Brad Pitt furent dirigés par Guy Richtie?,fr
12,Ce filme cu Brad Pitt ca protagonist au fost regizate de Guy Ritchie?,ro
12,¿Que peliculas protagonizadas por Brad Pitt han sido dirigidas por Guy Ritchie?,es
12,Welke films met Brad Pitt werden geregisseerd door Guy Ritchie?,nl
13,Gib mir die Enkel von Bruce Lee.,de
13,Дайте меня  внучата из Брюс Lee. ,ru
13,Me dê os netos de Bruce Lee. ,pt
13,Give me the grandchildren of Bruce Lee.,en
13,मुझे ब्रूस ली के पोते के नाम दो।,hi_IN
13,نوه های بروس لی را لیست کن.,fa
13,Dammi i nipoti di Bruce Lee.,it
13,Donne-moi tous les petit-enfants de Bruce Lee.,fr
13,Dă-mi nepoții lui Bruce Lee.,ro
13,Dame todos los nietos de Bruce Lee.,es
13,Toon alle kleinkinderen van Bruce Lee.,nl
14,Welche anderen Waffen hat der Erfinder der Uzi entwickelt?,de
14,Который Другие оружие сделал  дизайнер из  Узи развиваться? ,ru
14,Quais outras armas o desenhista da Uzi desenvolveu? ,pt
14,Which other weapons did the designer of the Uzi develop?,en
14, उजी के डिजाइनर ने कौन से अन्य हथियार विकसित किए?,hi_IN
14,طراحان یوزی چه اسلحه های دیگری را توسعه داده اند؟,fa
14,Quali altre armi sono state progettate dall'inventore dell'Uzi?,it
14,Quels autres armes ont été developées par l'inventeur de l'Uzi?,fr
14,Ce alte arme a realizat proiectantul Uzi?,ro
14,¿Qué otras armas desarrolló el inventor del Uzi?,es
14,Welke andere wapens heeft de uitvinder van de Uzi ontwikkeld?,nl
15,Wem gehören die Universal Studios?,de
15,Кто является  владелец из универсальный Studios? ,ru
15,Quem é o proprietário da Universal Studios? ,pt
15,Who is the owner of Universal Studios?,en
15,यूनिवर्सल स्टूडियो का मालिक कौन है?,hi_IN
15,صاحب یونیورسال استودیوز کیست؟,fa
15,Chi è il proprietario degli Universal Studios?,it
15,A qui appartient Universal Studios?,fr
15,Cine este proprietarul Universal Studios?,ro
15,¿A quién le pertenecen los Universal Studios?,es
15,Wie is de eigenaar van Universal Studios?,nl
16,Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de
16,Который государство из  США имеет  наибольший Население плотность? ,ru
16,Qual estado dos EUA tem a maior densidade populacional? ,pt
16,Which state of the USA has the highest population density?,en
16,संयुक्त राज्य अमेरिका का सबसे ज्यादा जनसंख्या घनत्व राज्य कौनसा है?,hi_IN
16,کدام ایالت آمریکا بیشترین تراکم جمعیت را داد؟,fa
16,Quale stato appartenente agli Stati Uniti d'America ha la densità di popolazione maggiore?,it
16,Quel état des Etats-Unis a la plus haute densité de population?,fr
16,Care stat de  Statele Unite ale Americii are  cel mai inalt populație densitate? ,ro
16,¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es
16,Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl
17,Welche Monarchen waren mit jemand deutschem verheiratet?,de
17,Который монархи мы в браке в  Немецкий? ,ru
17,Quais monarcas foram casados com uma alemã? ,pt
17,Which monarchs were married to a German?,en
17, कौन कौन से सम्राटों ने जर्मन नागरिक से शादी थी?,hi_IN
17,کدام پادشاهان با یک آلمانی ازدواج کردند؟,fa
17,Quali monarchi erano sposati con persone tedesche?,it
17,Quels monarques ont épousé une personne allemande?,fr
17,Ce monarhi au fost căsătoriți cu o persoană germană?,ro
17,¿Qué monárcas estaban casados con una persona alemana?,es
17,Welke monarchen waren getrouwd met een Duitser?,nl
18,Welche Unternehmen wurden 1950 gegründet?,de
18,Который организации мы основанный в 1950? ,ru
18,Quais organizações foram fundadas em 1950? ,pt
18,Which organizations were founded in 1950?,en
18, 1950 में किस संगठनों  की स्थापना की गई थी?,hi_IN
18,کدام سازمان ها در سال ۱۹۵۰ تاسیس شده اند؟,fa
18,Quali aziende sono state fondate nel 1950?,it
18,Quels organisations ont été fondées en 1950?,fr
18,Care organizații au fost fondat în 1950? ,ro
18,¿Qué empresas fueron fundadas en 1950?,es
18,Welke organisaties werden opgericht in 1950?,nl
19,Wer hat den Comic Captain America erfunden?,de
19,Кто созданный  комический капитан Америка? ,ru
19,Quem criou o quadrinho Capitão América? ,pt
19,Who created the comic Captain America?,en
19, हास्य कप्तान अमेरिका किसने बनाया?,hi_IN
19,چه کسی داستان مصور کاپیتان آمریکا را خلق کرد؟ ,fa
19,Chi ha creato il fumetto Capitan America?,it
19,Qui a créé la bande dessinée Captain America?,fr
19,Cine a creat banda desenată Captain America?,ro
19,¿Quién creó el comic Capitán América?,es
19,Wie schreef het stripverhaal Captain America?,nl
20,Gib mir alle Apollo-14-Astronauten.,de
20,Дайте меня  Аполлон 14 астронавты. ,ru
20,Me dê os astronautas da Apolo 14.,pt
20,Give me the Apollo 14 astronauts.,en
20, मुझे अपोलो 14 के अंतरिक्ष यात्री के नाम दें।,hi_IN
20,  فضانوردان  14  آپولو  این  من  دادن,fa
20,Dammi gli astronauti dell'Apollo 14.,it
20,Donnes-moi tous les astronautes d'Apollo 14.,fr
20,Da pe mine  Apollo 14 astronauți. ,ro
20,Dame todos los astronautas de Apolo 14?,es
20,Geef de astronauten van Apollo 14.,nl
21,Wer schrieb das Buch Das Säulen von das Erde? ,de
