questionId,questions,lang
0,When was the Battle of Gettysburg?,en
0,Quando foi a batalha de Gettysburg?,pt_BR
0,Wann fand die Schlacht von Gettysburg statt?,de
0,¿Cuándo tuvo lugar la batalla de Gettysburg?,es
0,Quando ha avuto luogo la battaglia di Gettysburg?,it
0,Quand se déroula la bataille de Gettysburg?,fr
0,Wanneer was de Slag bij Gettysburg?,nl
0,गेटिसबर्ग का युद्ध कब हुआ था?,hi_IN
1,List all the musicals with music by Elton John.,en
1,Liste todos os musicais com músicas de Elton John.,pt_BR
1,Liste alle Musicals mit Musik von Elton John auf.,de
1,Dame todos los musicales con música de Elton John.,es
1,Elenca tutti i musicals con musiche di Elton John.,it
1,Donne-moi tous les musicals avec de la musique de de Elton John.,fr
1,Toen een lijst van alle musicals met muziek van Elton John.,nl
1,एल्टन जॉन द्वारा संगीत के साथ सभी संगीतों को सूचीबद्ध करें।,hi_IN
1,Listează toate muzicalurile cu muzică de Elton John.,ro
2,How high is the lighthouse in Colombo?,en
2,Qual a altura do Farol em Colombo?,pt_BR
2,فانوس دریایی کولومبو چقدر بلند است؟,fa
2,Wie hoch ist der Leuchtturm in Colombo?,de
2,¿Cómo de alta el faro de Colombo?,es
2,Quanto è alto il faro di Colombo?,it
2,Quelle est la hauteur du phare de Colombo?,fr
2,Hoe hoog is de vuurtoren van Colombo?,nl
2,कोलंबो में लाइटहाउस कितना ऊँचा है?,hi_IN
2,Cât de înalt este farul din Colombo?,ro
3,Who was the wife of U.S. president Lincoln?,en
3,Quem foi a esposa do presidente americano Lincoln?,pt_BR
3,Wer war die Frau von US-Präsident Lincoln?,de
3,¿Quién fué la mujer del presidente americano Lincoln?,es
3,Chi era la moglie del presidente degli Stati Uniti Lincoln?,it
3,Qui était l'épouse du président américain Lincoln?,fr
3,Wie was de vrouw van de Amerikaanse president Lincoln?,nl
3,अमेरिकी राष्ट्रपति लिंकन की पत्नी कौन थी?,hi_IN
4,Who is the host of the BBC Wildlife Specials?,en
4,Quem é o apresentador do BBC Wildlife Specials?,pt_BR
4,مجری مجموعه حیات وحش بی.بی.سی چه کسی است؟,fa
4,Wer moderiert die BBC Wildlife Specials?,de
4,¿Quién es el anfitrión de los especiales de la BBC Wildlife?,es
4,Chi è il presentatore degli speciali della BBC Wildlife?,it
4,Qui est le présentateur de BBC Wildlife Specials?,fr
4,Wie is de presentator van de BBC Wildlife Specials?,nl
4,बीबीसी वाइल्डलाइफ स्पेशल का मेजबान कौन है?,hi_IN
4,Cine este prezentatorul pentru BBC Wildlife Specials?,ro
5,How much did Pulp Fiction cost?,en
5,Quanto custou Pulp Fiction?,pt_BR
5,پالپ فیکشن چقدر هزینه داشت؟,fa
5,Wieviel hat Pulp Fiction gekostet?,de
5,¿Cuanto costo Pulp Fiction?,es
5,Quanto è costato Pulp Fiction?,it
5,Combien a coûté Pulp Fiction?,fr
5,Howeveel koste Pulp Fiction?,nl
5,पल्प फिक्शन की लागत कितनी थी?,hi_IN
5,Cât a costat Pulp Fiction?,ro
6,In what city is the Heineken brewery?,en
6,Em que cidade fica a cervejaria Heineken?,pt_BR
6,آبجوسازی هینکن در کدام شهر قرار دارد؟,fa
6,In welcher Stadt ist die Heinekenbrauerei?,de
6,¿En qué ciudad esta la fábrica de cerveza Heineken?,es
6,In quale città si trova il birrificio della Heiniken?,it
6,Dans quelle ville se trouve la brasserie de Heineken?,fr
6,In welke stad bevindt zich de Heineken brouwerij?,nl
6,हाइनेकेन शराब की भठ्ठी किस शहर में है?,hi_IN
6,În ce oraș este fabrica de bere Heineken?,ro
7,When did Operation Overlord commence?,en
7,Quando começou a Operação Overlord?,pt_BR
7,نبرد خان بزرگ کی شروع شد؟,fa
7,Wann wurde die Operation Overlord durchgeführt?,de
7,¿Cuándo comenzó la operación Overlord?,es
7,Quando è iniziata l'operatione Overlord?,it
7,Quand a commencé l'opération Overlord?,fr
7,Wanneer vond Operatie Overlord plaats?,nl
7,ऑपरेशन ओवेरलोर्ड कब शुरू हुआ था?,hi_IN
7,Când a început operațiunea Overlord?,ro
8,In which city does the Chile Route 68 end?,en
